image,annotations__label,annotations__coordinates__x,annotations__coordinates__y,annotations__coordinates__width,annotations__coordinates__height
,Flashover damage,2153,1898,315,175
,Flashover damage,2128,1780,327,171
,Flashover damage,2122,1624,322,195
,Flashover damage,2094,1304,328,242
,Flashover damage,2062,1270,466,1250
161061v.JPG,Flashover damage,2028,669,306,179
,Flashover damage,2012,527,313,193
,Flashover damage,2032,792,314,190
,Flashover damage,2043,934,315,175
,Flashover damage,2056,1056,327,171
,Flashover damage,2067,1188,322,195
,Flashover damage,2089,1461,328,242
,Flashover damage,1983,487,466,1250
161061d.JPG,Flashover damage,2177,669,306,179
,Flashover damage,2186,527,313,193
,Flashover damage,2165,792,314,190
,Flashover damage,2153,934,315,175
,Flashover damage,2128,1056,327,171
,Flashover damage,2122,1188,322,195
,Flashover damage,2094,1461,328,242
,Flashover damage,2062,487,466,1250
161410h.JPG,No issues,2043,2661,586,308
,Flashover damage,2005,2101,594,337
,Flashover damage,2001,2396,620,324
,Flashover damage,1972,1562,615,371
,Flashover damage,1948,929,611,451
,Flashover damage,1938,909,712,2100
161410d.JPG,No issues,2043,38,586,308
,Flashover damage,2005,569,594,337
,Flashover damage,2001,287,620,324
,Flashover damage,1972,1074,615,371
,Flashover damage,1948,1627,611,451
,Flashover damage,1938,0,712,2100
170068d.JPG,No issues,1820,350,653,364
,Broken,1758,903,667,389
,Broken,1666,0,864,2128
,No issues,1841,81,653,364
,No issues,1754,1199,646,380
,No issues,1728,1499,646,380
,No issues,1704,1786,649,349
,No issues,1886,0,627,173
170177v.JPG,No issues,1462,1261,332,170
,Broken,1418,611,329,163
,Broken,1438,932,312,167
,Broken,1364,5,493,2125
,No issues,1471,1430,332,170
,No issues,1481,1599,332,170
,No issues,1486,1772,332,170
,No issues,1496,1941,312,194
,No issues,1451,1094,332,170
,No issues,1434,773,316,161
,No issues,1421,450,316,161
,No issues,1415,282,316,170
,No issues,1404,114,316,170
,No issues,1399,0,304,124
170177d.JPG,No issues,1421,1261,332,170
,Broken,1468,611,329,163
,Broken,1465,932,312,167
,Broken,1358,5,493,2125
,No issues,1412,1430,332,170
,No issues,1402,1599,332,170
,No issues,1397,1772,332,170
,No issues,1407,1941,312,194
,No issues,1432,1094,332,170
,No issues,1465,773,316,161
,No issues,1478,450,316,161
,No issues,1484,282,316,170
,No issues,1495,114,316,170
,No issues,1512,0,304,124
170342.JPG,No issues,1796,1355,392,275
,Broken,1643,954,371,259
,Broken,1244,6,1302,2439
,No issues,1888,1570,385,258
,No issues,1978,1773,385,258
,No issues,2057,1991,385,258
,No issues,2147,2198,385,258
,No issues,1569,754,386,245
,No issues,1488,533,385,275
,No issues,1414,327,385,275
,No issues,1333,114,385,275
,No issues,1248,0,382,136
170342d.JPG,No issues,1491,825,392,275
,Broken,1665,1242,371,259
,Broken,1133,10,1302,2439
,No issues,1406,627,385,258
,No issues,1316,424,385,258
,No issues,1237,206,385,258
,No issues,1147,0,385,258
,No issues,1724,1456,386,245
,No issues,1806,1647,385,275
,No issues,1880,1853,385,275
,No issues,1961,2066,385,275
,No issues,2049,2319,382,136
170699.JPG,No issues,1596,1756,572,984
,Broken,2623,1737,538,988
,Broken,1,1655,4362,1162
,No issues,1097,1738,572,984
,No issues,625,1737,572,984
,No issues,148,1741,572,984
,No issues,2098,1743,631,1018
,No issues,3063,1731,631,1018
,No issues,3574,1716,773,1051
170699h.JPG,No issues,3351,1756,572,984
,Broken,2358,1737,538,988
,Broken,1156,1655,4362,1162
,No issues,3850,1738,572,984
,No issues,4322,1737,572,984
,No issues,4799,1741,572,984
,No issues,2790,1743,631,1018
,No issues,1825,1731,631,1018
,No issues,1172,1716,773,1051
100299.JPG,No issues,1429,1269,362,198
,No issues,1430,907,376,195
,Flashover damage,1409,1646,379,189
,Flashover damage,1444,490,375,237
,Flashover damage,1378,485,467,1652
,No issues,1437,717,376,195
,No issues,1424,1091,376,195
,No issues,1413,1452,376,195
,No issues,1407,1827,372,188
,No issues,1401,2012,369,124
100299v.JPG,No issues,1429,668,362,198
,No issues,1430,1033,376,195
,Flashover damage,1409,300,379,189
,Flashover damage,1444,1408,375,237
,Flashover damage,1378,0,467,1652
,No issues,1437,1223,376,195
,No issues,1424,849,376,195
,No issues,1413,488,376,195
,No issues,1407,120,372,188
,No issues,1401,0,369,124
100299d.JPG,No issues,1424,668,362,198
,No issues,1409,1033,376,195
,Flashover damage,1427,300,379,189
,Flashover damage,1396,1408,375,237
,Flashover damage,1370,0,467,1652
,No issues,1402,1223,376,195
,No issues,1415,849,376,195
,No issues,1426,488,376,195
,No issues,1436,120,372,188
,No issues,1445,0,369,124
140027h.JPG,No issues,1600,1834,510,275
,No issues,1532,250,514,280
,Broken,1578,1308,485,267
,Broken,1497,11,689,2838
,No issues,1520,0,514,254
,No issues,1544,525,512,266
,No issues,1553,778,512,266
,No issues,1562,1044,512,266
,No issues,1589,1571,512,266
,No issues,1618,2096,512,266
,No issues,1636,2358,512,266
,No issues,1641,2624,510,224
140027v.JPG,No issues,2177,738,510,275
,No issues,2241,2317,514,280
,Broken,2224,1272,485,267
,Broken,2101,0,689,2838
,No issues,2253,2593,514,254
,No issues,2231,2056,512,266
,No issues,2222,1803,512,266
,No issues,2213,1537,512,266
,No issues,2186,1010,512,266
,No issues,2157,485,512,266
,No issues,2139,223,512,266
,No issues,2136,0,510,224
140027d.JPG,No issues,1600,738,510,275
,No issues,1532,2317,514,280
,Broken,1578,1272,485,267
,Broken,1497,0,689,2838
,No issues,1520,2593,514,254
,No issues,1544,2056,512,266
,No issues,1553,1803,512,266
,No issues,1562,1537,512,266
,No issues,1589,1010,512,266
,No issues,1618,485,512,266
,No issues,1636,223,512,266
,No issues,1641,0,510,224
150465.JPG,No issues,1119,435,834,891
,Broken,2446,1670,842,748
,Broken,166,1,4088,3387
,No issues,666,0,834,891
,No issues,1572,860,834,891
,No issues,2020,1301,820,865
,No issues,2953,2134,820,865
,No issues,3408,2522,820,865
,No issues,5042,3005,958,980
,No issues,5508,3047,492,941
,No issues,5055,3035,559,947
150465h.JPG,No issues,4046,435,834,891
,Broken,2711,1670,842,748
,Broken,1745,1,4088,3387
,No issues,4499,0,834,891
,No issues,3593,860,834,891
,No issues,3159,1301,820,865
,No issues,2226,2134,820,865
,No issues,1771,2522,820,865
,No issues,0,3005,958,980
,No issues,0,3047,492,941
,No issues,385,3035,559,947
150465d.JPG,No issues,4046,2673,834,891
,Broken,2711,1581,842,748
,Broken,1745,611,4088,3387
,No issues,4499,3108,834,891
,No issues,3593,2248,834,891
,No issues,3159,1833,820,865
,No issues,2226,1000,820,865
,No issues,1771,612,820,865
,No issues,0,14,958,980
,No issues,0,11,492,941
,No issues,385,17,559,947
150711 (2)h.JPG,No issues,2651,2405,554,256
,No issues,2679,2633,511,283
,No issues,2611,707,552,289
,Flashover damage,2658,1935,527,276
,Flashover damage,2649,1685,531,294
,Flashover damage,2557,240,676,3709
,No issues,2613,448,552,289
,No issues,2624,948,552,289
,No issues,2626,1191,552,289
,No issues,2622,1440,552,289
,No issues,2666,3335,552,289
,No issues,2653,3111,554,256
,No issues,2643,2876,554,256
,No issues,2654,3579,554,256
,Flashover damage,2654,2148,527,276
150711 (2)d.JPG,No issues,2651,1338,554,256
,No issues,2679,1083,511,283
,No issues,2611,3003,552,289
,Flashover damage,2658,1788,527,276
,Flashover damage,2649,2020,531,294
,Flashover damage,2557,50,676,3709
,No issues,2613,3262,552,289
,No issues,2624,2762,552,289
,No issues,2626,2519,552,289
,No issues,2622,2270,552,289
,No issues,2666,375,552,289
,No issues,2653,632,554,256
,No issues,2643,867,554,256
,No issues,2654,164,554,256
,Flashover damage,2654,1575,527,276
160028.JPG,No issues,1979,1478,480,214
,No issues,1949,892,451,236
,No issues,1933,715,446,232
,Flashover damage,2093,2190,438,236
,Flashover damage,2135,2573,430,215
,Flashover damage,2038,1844,463,228
,Flashover damage,1966,1107,447,219
,Flashover damage,1882,226,455,321
,Flashover damage,1856,171,770,2837
,No issues,1904,529,445,208
,Flashover damage,1987,1279,447,219
,No issues,2012,1663,480,214
,No issues,2099,2399,480,214
,Flashover damage,2075,2013,463,228
,No issues,2136,2748,445,212
,No issues,2182,2912,413,96
160028h.JPG,No issues,2052,1478,480,214
,No issues,2111,892,451,236
,No issues,2132,715,446,232
,Flashover damage,1980,2190,438,236
,Flashover damage,1946,2573,430,215
,Flashover damage,2010,1844,463,228
,Flashover damage,2098,1107,447,219
,Flashover damage,2174,226,455,321
,Flashover damage,1885,171,770,2837
,No issues,2162,529,445,208
,Flashover damage,2077,1279,447,219
,No issues,2019,1663,480,214
,No issues,1932,2399,480,214
,Flashover damage,1973,2013,463,228
,No issues,1930,2748,445,212
,No issues,1916,2912,413,96
160028v.JPG,No issues,1979,1315,480,214
,No issues,1949,1879,451,236
,No issues,1933,2060,446,232
,Flashover damage,2093,581,438,236
,Flashover damage,2135,219,430,215
,Flashover damage,2038,935,463,228
,Flashover damage,1966,1681,447,219
,Flashover damage,1882,2460,455,321
,Flashover damage,1856,0,770,2837
,No issues,1904,2270,445,208
,Flashover damage,1987,1509,447,219
,No issues,2012,1130,480,214
,No issues,2099,394,480,214
,Flashover damage,2075,766,463,228
,No issues,2136,47,445,212
,No issues,2182,0,413,96
160028d.JPG,No issues,2052,1315,480,214
,No issues,2111,1879,451,236
,No issues,2132,2060,446,232
,Flashover damage,1980,581,438,236
,Flashover damage,1946,219,430,215
,Flashover damage,2010,935,463,228
,Flashover damage,2098,1681,447,219
,Flashover damage,2174,2460,455,321
,Flashover damage,1885,0,770,2837
,No issues,2162,2270,445,208
,Flashover damage,2077,1509,447,219
,No issues,2019,1130,480,214
,No issues,1932,394,480,214
,Flashover damage,1973,766,463,228
,No issues,1930,47,445,212
,No issues,1916,0,413,96
160648.JPG,No issues,1705,2143,982,518
,Broken,1692,1154,1001,523
,Broken,1629,7,1083,3002
,No issues,1715,1639,982,518
,No issues,1695,646,982,518
,No issues,1691,137,982,518
,No issues,1719,2623,969,385
160648h.JPG,No issues,1824,2143,982,518
,Broken,1818,1154,1001,523
,Broken,1799,7,1083,3002
,No issues,1814,1639,982,518
,No issues,1834,646,982,518
,No issues,1838,137,982,518
,No issues,1823,2623,969,385
160648v.JPG,No issues,1705,346,982,518
,Broken,1692,1330,1001,523
,Broken,1629,0,1083,3002
,No issues,1715,850,982,518
,No issues,1695,1843,982,518
,No issues,1691,2352,982,518
,No issues,1719,0,969,385
160648d.JPG,No issues,1824,346,982,518
,Broken,1818,1330,1001,523
,Broken,1799,0,1083,3002
,No issues,1814,850,982,518
,No issues,1834,1843,982,518
,No issues,1838,2352,982,518
,No issues,1823,0,969,385
161088.JPG,No issues,1174,1903,1614,1020
,Flashover damage,1237,1061,1639,1221
,Flashover damage,1090,993,1820,2016
161088h.JPG,No issues,1723,1903,1614,1020
,Flashover damage,1635,1061,1639,1221
,Flashover damage,1601,993,1820,2016
161088v.JPG,No issues,1174,84,1614,1020
,Flashover damage,1237,725,1639,1221
,Flashover damage,1090,0,1820,2016
161437.JPG,No issues,1977,1747,536,296
,No issues,1989,1975,521,293
,Flashover damage,1982,1333,523,292
,Flashover damage,1964,901,544,296
,Flashover damage,1960,317,544,453
,Flashover damage,1941,302,619,1997
161437h.JPG,No issues,1998,1747,536,296
,No issues,2001,1975,521,293
,Flashover damage,2006,1333,523,292
,Flashover damage,2003,901,544,296
,Flashover damage,2007,317,544,453
,Flashover damage,1951,302,619,1997
161437d.JPG,No issues,1998,964,536,296
,No issues,2001,739,521,293
,Flashover damage,2006,1382,523,292
,Flashover damage,2003,1810,544,296
,Flashover damage,2007,2237,544,453
,Flashover damage,1951,708,619,1997
170079d.JPG,No issues,787,482,585,302
,No issues,863,2563,599,338
,Broken,828,1359,520,348
,Broken,833,1849,574,328
,Broken,801,916,589,317
,Broken,761,0,719,3214
,No issues,865,2838,599,338
,No issues,855,2317,599,338
,No issues,760,259,599,338
,No issues,760,45,599,338
,No issues,760,0,577,190
170190.JPG,No issues,908,2167,329,180
,No issues,884,1722,332,173
,No issues,876,1572,332,177
,Flashover damage,956,3023,334,169
,Flashover damage,929,2453,325,183
,Flashover damage,906,2034,323,160
,Flashover damage,898,1878,329,172
,Flashover damage,848,1191,348,257
,Flashover damage,799,1177,545,2040
,No issues,864,1438,338,160
,No issues,911,2303,332,173
,No issues,935,2607,332,173
,No issues,945,2735,332,173
,No issues,959,2873,332,173
170190h.JPG,No issues,898,2167,329,180
,No issues,919,1722,332,173
,No issues,927,1572,332,177
,Flashover damage,845,3023,334,169
,Flashover damage,881,2453,325,183
,Flashover damage,906,2034,323,160
,Flashover damage,908,1878,329,172
,Flashover damage,939,1191,348,257
,Flashover damage,791,1177,545,2040
,No issues,933,1438,338,160
,No issues,892,2303,332,173
,No issues,868,2607,332,173
,No issues,858,2735,332,173
,No issues,844,2873,332,173
170370.JPG,No issues,1831,2094,553,320
,No issues,1765,1791,561,338
,Flashover damage,1669,1513,595,313
,Flashover damage,1611,1138,574,399
,Flashover damage,1576,1086,901,1371
170370h.JPG,No issues,1295,2094,553,320
,No issues,1353,1791,561,338
,Flashover damage,1415,1513,595,313
,Flashover damage,1494,1138,574,399
,Flashover damage,1202,1086,901,1371
170370v.JPG,No issues,1831,41,553,320
,No issues,1765,326,561,338
,Flashover damage,1669,629,595,313
,Flashover damage,1611,918,574,399
,Flashover damage,1576,0,901,1371
170370d.JPG,No issues,1295,41,553,320
,No issues,1353,326,561,338
,Flashover damage,1415,629,595,313
,Flashover damage,1494,918,574,399
,Flashover damage,1202,0,901,1371
170709.JPG,Flashover damage,3672,1595,1849,1373
,No issues,1545,751,701,618
,Broken,2482,1790,484,465
,Broken,674,4,2328,2288
,No issues,1261,374,701,618
,No issues,955,12,701,618
,No issues,1827,1109,701,618
,No issues,2137,1441,642,571
,No issues,3719,2131,547,809
,No issues,4095,2016,547,809
,No issues,4480,1901,547,809
,No issues,4821,1774,547,809
,No issues,5178,1628,342,793
170709h.JPG,No issues,0,1595,1849,1373
,No issues,3273,751,701,618
,Broken,2553,1790,484,465
,Broken,2517,4,2328,2288
,No issues,3557,374,701,618
,No issues,3863,12,701,618
,No issues,2991,1109,701,618
,No issues,2740,1441,642,571
,No issues,1253,2131,547,809
,No issues,877,2016,547,809
,No issues,492,1901,547,809
,No issues,151,1774,547,809
,No issues,0,1628,342,793
170709d.JPG,No issues,0,711,1849,1373
,No issues,3273,2310,701,618
,Broken,2553,1424,484,465
,Broken,2517,1387,2328,2288
,No issues,3557,2687,701,618
,No issues,3863,3049,701,618
,No issues,2991,1952,701,618
,No issues,2740,1667,642,571
,No issues,1253,739,547,809
,No issues,877,854,547,809
,No issues,492,969,547,809
,No issues,151,1096,547,809
,No issues,0,1258,342,793
15072.jpg,No issues,490,1108,422,814
,Flashover damage,867,1163,437,815
,Flashover damage,1621,1269,458,769
,Flashover damage,84,1069,441,846
,Flashover damage,5,1026,2458,1089
,No issues,1253,1215,422,814
,Flashover damage,1981,1323,458,769
15072h.jpg,No issues,2959,1108,422,814
,Flashover damage,2567,1163,437,815
,Flashover damage,1792,1269,458,769
,Flashover damage,3346,1069,441,846
,Flashover damage,1408,1026,2458,1089
,No issues,2196,1215,422,814
,Flashover damage,1432,1323,458,769
15072v.jpg,No issues,490,669,422,814
,Flashover damage,867,613,437,815
,Flashover damage,1621,553,458,769
,Flashover damage,84,676,441,846
,Flashover damage,5,476,2458,1089
,No issues,1253,562,422,814
,Flashover damage,1981,499,458,769
15072d.jpg,No issues,2959,669,422,814
,Flashover damage,2567,613,437,815
,Flashover damage,1792,553,458,769
,Flashover damage,3346,676,441,846
,Flashover damage,1408,476,2458,1089
,No issues,2196,562,422,814
,Flashover damage,1432,499,458,769
110009.JPG,No issues,1,1436,638,341
,Flashover damage,1,1044,617,383
,Flashover damage,1,1003,654,942
110009h.JPG,No issues,2256,1436,638,341
,Flashover damage,2277,1044,617,383
,Flashover damage,2240,1003,654,942
140032.JPG,No issues,2105,1846,387,195
,No issues,2097,1459,367,203
,Broken,2073,1068,342,209
,Broken,2075,681,330,180
,Broken,2001,7,548,2433
,No issues,2112,1645,367,203
,No issues,2129,2035,367,203
,No issues,2139,2224,367,203
,No issues,2092,1273,371,185
,No issues,2071,865,368,208
,No issues,2052,493,356,196
,No issues,2038,300,356,196
,No issues,2029,100,356,196
,No issues,2015,0,359,102
140032h.JPG,No issues,1795,1846,387,195
,No issues,1823,1459,367,203
,Broken,1872,1068,342,209
,Broken,1882,681,330,180
,Broken,1738,7,548,2433
,No issues,1808,1645,367,203
,No issues,1791,2035,367,203
,No issues,1781,2224,367,203
,No issues,1824,1273,371,185
,No issues,1848,865,368,208
,No issues,1879,493,356,196
,No issues,1893,300,356,196
,No issues,1902,100,356,196
,No issues,1913,0,359,102
140032v.JPG,No issues,2105,806,387,195
,No issues,2097,1185,367,203
,Broken,2073,1570,342,209
,Broken,2075,1986,330,180
,Broken,2001,407,548,2433
,No issues,2112,999,367,203
,No issues,2129,609,367,203
,No issues,2139,420,367,203
,No issues,2092,1389,371,185
,No issues,2071,1774,368,208
,No issues,2052,2158,356,196
,No issues,2038,2351,356,196
,No issues,2029,2551,356,196
,No issues,2015,2745,359,102
140032d.JPG,No issues,1795,806,387,195
,No issues,1823,1185,367,203
,Broken,1872,1570,342,209
,Broken,1882,1986,330,180
,Broken,1738,407,548,2433
,No issues,1808,999,367,203
,No issues,1791,609,367,203
,No issues,1781,420,367,203
,No issues,1824,1389,371,185
,No issues,1848,1774,368,208
,No issues,1879,2158,356,196
,No issues,1893,2351,356,196
,No issues,1902,2551,356,196
,No issues,1913,2745,359,102
150473v.JPG,No issues,2714,853,505,275
,Flashover damage,2762,3191,540,428
,Flashover damage,2616,115,723,3531
,No issues,2704,646,505,275
,No issues,2704,446,505,275
,No issues,2694,239,505,275
,No issues,2721,1051,505,275
,No issues,2728,1265,505,275
,No issues,2731,1479,505,275
,No issues,2748,1680,505,275
,No issues,2744,1887,505,275
,No issues,2761,2111,505,275
,Flashover damage,2779,2981,520,281
,Flashover damage,2762,2771,520,281
,Flashover damage,2769,2533,520,281
,Flashover damage,2755,2323,520,281
150716 (2)v.JPG,No issues,2919,1196,402,223
,No issues,2843,327,401,218
,No issues,2896,845,398,214
,No issues,2985,2107,428,217
,No issues,3028,2468,410,314
,Flashover damage,2530,1394,398,233
,Flashover damage,2412,17,398,210
,Flashover damage,2502,1047,393,202
,Flashover damage,2448,357,377,224
,Flashover damage,2579,2121,406,218
,Flashover damage,2363,0,1136,2869
,No issues,2833,147,401,218
,No issues,2806,0,391,197
,No issues,2867,497,401,218
,No issues,2877,674,401,218
,No issues,2920,1025,398,214
,No issues,2970,1744,398,214
,No issues,2950,1558,398,214
,No issues,2940,1395,398,214
,No issues,2983,1938,398,214
,No issues,3024,2302,398,214
,Flashover damage,2589,1948,406,218
